"filename", "language", "JSON", "JavaScript", "CSS", "JavaScript JSX", "Markdown", "HTML", "comment", "blank", "total"
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\Datenschutz.jsx", "JavaScript JSX", 0, 0, 0, 183, 0, 0, 32, 20, 235
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\EquipmentDetails.jsx", "JavaScript JSX", 0, 0, 0, 51, 0, 0, 0, 6, 57
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\EquipmentModal.jsx", "JavaScript JSX", 0, 0, 0, 40, 0, 0, 0, 4, 44
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\Error.jsx", "JavaScript JSX", 0, 0, 0, 26, 0, 0, 0, 4, 30
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\Impressum.jsx", "JavaScript JSX", 0, 0, 0, 36, 0, 0, 0, 3, 39
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\Login.jsx", "JavaScript JSX", 0, 0, 0, 139, 0, 0, 0, 8, 147
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\NotFound.jsx", "JavaScript JSX", 0, 0, 0, 13, 0, 0, 0, 2, 15
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\Overview.jsx", "JavaScript JSX", 0, 0, 0, 51, 0, 0, 0, 7, 58
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\Profile.jsx", "JavaScript JSX", 0, 0, 0, 134, 0, 0, 8, 13, 155
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\RunDetailsModal.jsx", "JavaScript JSX", 0, 0, 0, 326, 0, 0, 25, 22, 373
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\SignUp.jsx", "JavaScript JSX", 0, 0, 0, 166, 0, 0, 0, 8, 174
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\TrainingDayDetailsModal.jsx", "JavaScript JSX", 0, 0, 0, 120, 0, 0, 5, 13, 138
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\Welcome.jsx", "JavaScript JSX", 0, 0, 0, 53, 0, 0, 94, 9, 156
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\pages\index.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 2, 38
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\svg\animated.jsx", "JavaScript JSX", 0, 0, 0, 11, 0, 0, 0, 1, 12
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\JsonFileHandler.jsx", "JavaScript JSX", 0, 0, 0, 52, 0, 0, 13, 10, 75
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\LineChartAllWeeksDistanceTime.jsx", "JavaScript JSX", 0, 0, 0, 55, 0, 0, 2, 5, 62
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\LineChartAllWeeksPaceHeartRate.jsx", "JavaScript JSX", 0, 0, 0, 53, 0, 0, 6, 5, 64
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\LineChartDistanceTime.jsx", "JavaScript JSX", 0, 0, 0, 55, 0, 0, 2, 5, 62
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\LineChartPaceHeartRate.jsx", "JavaScript JSX", 0, 0, 0, 52, 0, 0, 6, 5, 63
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\authLoader.js", "JavaScript", 0, 12, 0, 0, 0, 0, 2, 4, 18
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\calendarByIdLoader.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 2, 18
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\calendarCycling.js", "JavaScript", 0, 107, 0, 0, 0, 0, 1, 7, 115
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\calendarLoader.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 20
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\getCurrentPreviousNextCalendars.js", "JavaScript", 0, 80, 0, 0, 0, 0, 4, 11, 95
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\handleGpxUpload.js", "JavaScript", 0, 131, 0, 0, 0, 0, 36, 33, 200
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\unused\useCalendarCycling.js", "JavaScript", 0, 70, 0, 0, 0, 0, 27, 15, 112
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\utils\arrayBufferToBase64.js", "JavaScript", 0, 9, 0, 0, 0, 0, 5, 2, 16
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\utils\calculateSummariesForOverview.js", "JavaScript", 0, 53, 0, 0, 0, 0, 0, 7, 60
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\utils\calculateWeeklySummary.js", "JavaScript", 0, 66, 0, 0, 0, 0, 0, 8, 74
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\utils\cn.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 2, 8
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\utils\formatDate.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 2, 13
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\utils\getOverviewData.js", "JavaScript", 0, 167, 0, 0, 0, 0, 15, 20, 202
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\utils\normalizeToArray.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 2, 6
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\utils\parseGpxData.js", "JavaScript", 0, 16, 0, 0, 0, 0, 1, 6, 23
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\src\utils\processRunningDataHelper.js", "JavaScript", 0, 41, 0, 0, 0, 0, 17, 6, 64
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\tailwind.config.js", "JavaScript", 0, 11, 0, 0, 0, 0, 1, 2, 14
"c:\Daten\workspaces\workspaceWD\FinalProject\running-scheduler\fe-running-scheduler\vite.config.js", "JavaScript", 0, 14, 0, 0, 0, 0, 1, 3, 18
"Total", "-", 9746, 3701, 37, 3880, 29, 13, 791, 1047, 19244
